9.9885e-01 9.9688e-01 9.9341e-01 9.8875e-01 9.8248e-01 9.7380e-01 9.6236e-01 9.4886e-01 9.3242e-01 9.1442e-01 8.9443e-01 8.7250e-01 8.4895e-01 8.2437e-01 7.9812e-01 7.7098e-01 7.4255e-01 7.1455e-01 6.8598e-01 6.5850e-01 6.3179e-01 6.0690e-01 5.8289e-01 5.5954e-01 5.3832e-01 5.1921e-01 5.0118e-01 4.8454e-01 4.7017e-01 4.5713e-01 4.4537e-01 4.3493e-01 4.2599e-01 4.1712e-01 4.0924e-01 4.0216e-01 3.9616e-01 3.9005e-01 3.8453e-01 3.7932e-01 
9.9739e-01 9.9363e-01 9.8762e-01 9.7867e-01 9.6663e-01 9.5132e-01 9.3336e-01 9.1114e-01 8.8559e-01 8.5781e-01 8.2788e-01 7.9698e-01 7.6422e-01 7.3183e-01 6.9904e-01 6.6692e-01 6.3666e-01 6.0832e-01 5.8276e-01 5.5944e-01 5.3734e-01 5.1749e-01 4.9976e-01 4.8440e-01 4.7007e-01 4.5725e-01 4.4706e-01 4.3767e-01 4.2933e-01 4.2184e-01 4.1491e-01 4.0890e-01 4.0301e-01 3.9751e-01 3.9221e-01 3.8754e-01 3.8332e-01 3.7879e-01 3.7453e-01 3.7008e-01 
9.9622e-01 9.9065e-01 9.8175e-01 9.6855e-01 9.5126e-01 9.2965e-01 9.0409e-01 8.7531e-01 8.4436e-01 8.0986e-01 7.7501e-01 7.3965e-01 7.0453e-01 6.6981e-01 6.3722e-01 6.0665e-01 5.7860e-01 5.5366e-01 5.3064e-01 5.1018e-01 4.9352e-01 4.7788e-01 4.6409e-01 4.5190e-01 4.4209e-01 4.3314e-01 4.2502e-01 4.1780e-01 4.1155e-01 4.0606e-01 4.0032e-01 3.9500e-01 3.8991e-01 3.8528e-01 3.8119e-01 3.7698e-01 3.7265e-01 3.6834e-01 3.6454e-01 3.6051e-01 
9.9527e-01 9.8828e-01 9.7676e-01 9.5996e-01 9.3849e-01 9.1263e-01 8.8331e-01 8.5012e-01 8.1309e-01 7.7525e-01 7.3785e-01 6.9979e-01 6.6400e-01 6.2956e-01 5.9667e-01 5.6749e-01 5.4251e-01 5.2002e-01 5.0021e-01 4.8361e-01 4.6901e-01 4.5665e-01 4.4650e-01 4.3765e-01 4.2951e-01 4.2280e-01 4.1605e-01 4.1015e-01 4.0509e-01 4.0009e-01 3.9556e-01 3.9046e-01 3.8570e-01 3.8136e-01 3.7709e-01 3.7281e-01 3.6872e-01 3.6454e-01 3.6025e-01 3.5631e-01 
9.9376e-01 9.8499e-01 9.7151e-01 9.5162e-01 9.2620e-01 8.9591e-01 8.6292e-01 8.2490e-01 7.8550e-01 7.4606e-01 7.0688e-01 6.6885e-01 6.3350e-01 6.0034e-01 5.7056e-01 5.4458e-01 5.2207e-01 5.0130e-01 4.8478e-01 4.7071e-01 4.5894e-01 4.4843e-01 4.3993e-01 4.3164e-01 4.2474e-01 4.1773e-01 4.1196e-01 4.0683e-01 4.0203e-01 3.9672e-01 3.9230e-01 3.8828e-01 3.8425e-01 3.8005e-01 3.7620e-01 3.7249e-01 3.6840e-01 3.6417e-01 3.6031e-01 3.5651e-01 
9.9248e-01 9.8177e-01 9.6530e-01 9.4306e-01 9.1513e-01 8.8229e-01 8.4499e-01 8.0578e-01 7.6534e-01 7.2409e-01 6.8452e-01 6.4643e-01 6.1055e-01 5.7837e-01 5.5127e-01 5.2692e-01 5.0673e-01 4.8814e-01 4.7261e-01 4.5975e-01 4.4832e-01 4.3930e-01 4.3103e-01 4.2420e-01 4.1801e-01 4.1253e-01 4.0714e-01 4.0227e-01 3.9746e-01 3.9292e-01 3.8859e-01 3.8449e-01 3.8027e-01 3.7621e-01 3.7206e-01 3.6819e-01 3.6392e-01 3.5987e-01 3.5629e-01 3.5283e-01 
9.9128e-01 9.7881e-01 9.5981e-01 9.3453e-01 9.0306e-01 8.6668e-01 8.2667e-01 7.8379e-01 7.4100e-01 6.9807e-01 6.5867e-01 6.2235e-01 5.8856e-01 5.5885e-01 5.3272e-01 5.1052e-01 4.9075e-01 4.7477e-01 4.6085e-01 4.4944e-01 4.3986e-01 4.3153e-01 4.2439e-01 4.1800e-01 4.1222e-01 4.0699e-01 4.0208e-01 3.9739e-01 3.9280e-01 3.8856e-01 3.8417e-01 3.8031e-01 3.7618e-01 3.7173e-01 3.6745e-01 3.6340e-01 3.5966e-01 3.5581e-01 3.5187e-01 3.4796e-01 
9.9050e-01 9.7637e-01 9.5599e-01 9.2860e-01 8.9473e-01 8.5619e-01 8.1505e-01 7.7231e-01 7.2988e-01 6.8702e-01 6.4865e-01 6.1199e-01 5.7855e-01 5.5058e-01 5.2571e-01 5.0496e-01 4.8645e-01 4.7181e-01 4.5923e-01 4.4849e-01 4.3944e-01 4.3134e-01 4.2468e-01 4.1850e-01 4.1285e-01 4.0818e-01 4.0351e-01 3.9932e-01 3.9484e-01 3.9049e-01 3.8636e-01 3.8225e-01 3.7765e-01 3.7368e-01 3.6965e-01 3.6552e-01 3.6173e-01 3.5782e-01 3.5397e-01 3.5036e-01 
9.8915e-01 9.7413e-01 9.5244e-01 9.2305e-01 8.8713e-01 8.4638e-01 8.0365e-01 7.5951e-01 7.1534e-01 6.7294e-01 6.3307e-01 5.9766e-01 5.6539e-01 5.3684e-01 5.1327e-01 4.9369e-01 4.7710e-01 4.6293e-01 4.5135e-01 4.4133e-01 4.3297e-01 4.2516e-01 4.1909e-01 4.1336e-01 4.0768e-01 4.0291e-01 3.9851e-01 3.9408e-01 3.8992e-01 3.8633e-01 3.8164e-01 3.7726e-01 3.7314e-01 3.6955e-01 3.6557e-01 3.6203e-01 3.5851e-01 3.5434e-01 3.5062e-01 3.4635e-01 
9.8773e-01 9.7121e-01 9.4751e-01 9.1628e-01 8.7919e-01 8.3698e-01 7.9288e-01 7.4775e-01 7.0349e-01 6.6247e-01 6.2460e-01 5.9026e-01 5.6046e-01 5.3436e-01 5.1165e-01 4.9278e-01 4.7677e-01 4.6415e-01 4.5360e-01 4.4423e-01 4.3684e-01 4.3035e-01 4.2437e-01 4.1873e-01 4.1335e-01 4.0861e-01 4.0406e-01 3.9963e-01 3.9522e-01 3.9105e-01 3.8668e-01 3.8263e-01 3.7864e-01 3.7453e-01 3.7076e-01 3.6676e-01 3.6304e-01 3.5933e-01 3.5551e-01 3.5169e-01 
