9.9867e-01 9.9652e-01 9.9334e-01 9.8832e-01 9.8151e-01 9.7206e-01 9.6069e-01 9.4675e-01 9.3015e-01 9.1078e-01 8.8911e-01 8.6487e-01 8.3806e-01 8.0911e-01 7.7930e-01 7.4919e-01 7.1784e-01 6.8677e-01 6.5616e-01 6.2706e-01 5.9814e-01 5.7295e-01 5.4875e-01 5.2728e-01 5.0824e-01 4.9094e-01 4.7540e-01 4.6207e-01 4.5092e-01 4.4131e-01 4.3179e-01 4.2444e-01 4.1765e-01 4.1120e-01 4.0514e-01 3.9959e-01 3.9410e-01 3.8963e-01 3.8476e-01 3.8006e-01 
9.9734e-01 9.9340e-01 9.8656e-01 9.7687e-01 9.6369e-01 9.4626e-01 9.2463e-01 8.9838e-01 8.6760e-01 8.3389e-01 7.9734e-01 7.5916e-01 7.1992e-01 6.8009e-01 6.4193e-01 6.0661e-01 5.7310e-01 5.4459e-01 5.1900e-01 4.9734e-01 4.7806e-01 4.6264e-01 4.4959e-01 4.3951e-01 4.3056e-01 4.2307e-01 4.1664e-01 4.1078e-01 4.0552e-01 4.0052e-01 3.9573e-01 3.9136e-01 3.8701e-01 3.8281e-01 3.7814e-01 3.7426e-01 3.7054e-01 3.6632e-01 3.6214e-01 3.5812e-01 
9.9616e-01 9.9038e-01 9.8058e-01 9.6595e-01 9.4585e-01 9.2029e-01 8.9010e-01 8.5392e-01 8.1405e-01 7.7139e-01 7.2773e-01 6.8312e-01 6.4111e-01 6.0145e-01 5.6478e-01 5.3404e-01 5.0753e-01 4.8685e-01 4.6938e-01 4.5545e-01 4.4418e-01 4.3489e-01 4.2791e-01 4.2208e-01 4.1687e-01 4.1167e-01 4.0717e-01 4.0249e-01 3.9798e-01 3.9398e-01 3.8944e-01 3.8524e-01 3.8080e-01 3.7654e-01 3.7271e-01 3.6863e-01 3.6450e-01 3.6076e-01 3.5663e-01 3.5328e-01 
9.9429e-01 9.8662e-01 9.7328e-01 9.5460e-01 9.2812e-01 8.9593e-01 8.5785e-01 8.1528e-01 7.6711e-01 7.1779e-01 6.6889e-01 6.2406e-01 5.8346e-01 5.4700e-01 5.1681e-01 4.9295e-01 4.7396e-01 4.5838e-01 4.4700e-01 4.3785e-01 4.3112e-01 4.2481e-01 4.1930e-01 4.1415e-01 4.0915e-01 4.0475e-01 4.0026e-01 3.9596e-01 3.9147e-01 3.8797e-01 3.8351e-01 3.7984e-01 3.7606e-01 3.7245e-01 3.6858e-01 3.6478e-01 3.6109e-01 3.5738e-01 3.5372e-01 3.4984e-01 
9.9318e-01 9.8377e-01 9.6803e-01 9.4392e-01 9.1380e-01 8.7468e-01 8.2964e-01 7.7983e-01 7.2828e-01 6.7528e-01 6.2617e-01 5.8160e-01 5.4405e-01 5.1349e-01 4.8927e-01 4.7028e-01 4.5585e-01 4.4489e-01 4.3663e-01 4.2999e-01 4.2426e-01 4.1939e-01 4.1437e-01 4.0974e-01 4.0551e-01 4.0124e-01 3.9697e-01 3.9302e-01 3.8895e-01 3.8476e-01 3.8112e-01 3.7713e-01 3.7308e-01 3.6903e-01 3.6489e-01 3.6106e-01 3.5733e-01 3.5379e-01 3.5005e-01 3.4641e-01 
9.9209e-01 9.8061e-01 9.6082e-01 9.3311e-01 8.9670e-01 8.5263e-01 8.0139e-01 7.4694e-01 6.9151e-01 6.3825e-01 5.8997e-01 5.4985e-01 5.1523e-01 4.8895e-01 4.6875e-01 4.5399e-01 4.4365e-01 4.3592e-01 4.2964e-01 4.2427e-01 4.1915e-01 4.1494e-01 4.1045e-01 4.0621e-01 4.0202e-01 3.9777e-01 3.9378e-01 3.8958e-01 3.8563e-01 3.8175e-01 3.7779e-01 3.7389e-01 3.6977e-01 3.6580e-01 3.6212e-01 3.5844e-01 3.5483e-01 3.5119e-01 3.4741e-01 3.4387e-01 
9.9108e-01 9.7765e-01 9.5518e-01 9.2389e-01 8.8277e-01 8.3303e-01 7.7803e-01 7.1799e-01 6.6170e-01 6.0840e-01 5.6287e-01 5.2554e-01 4.9758e-01 4.7558e-01 4.5970e-01 4.4928e-01 4.4042e-01 4.3390e-01 4.2876e-01 4.2397e-01 4.1919e-01 4.1487e-01 4.1007e-01 4.0557e-01 4.0118e-01 3.9694e-01 3.9275e-01 3.8900e-01 3.8514e-01 3.8137e-01 3.7781e-01 3.7391e-01 3.7009e-01 3.6629e-01 3.6255e-01 3.5875e-01 3.5511e-01 3.5115e-01 3.4769e-01 3.4401e-01 
9.9017e-01 9.7593e-01 9.5166e-01 9.1543e-01 8.6974e-01 8.1475e-01 7.5364e-01 6.9305e-01 6.3489e-01 5.8295e-01 5.3905e-01 5.0526e-01 4.8056e-01 4.6287e-01 4.5028e-01 4.4108e-01 4.3430e-01 4.2859e-01 4.2391e-01 4.1899e-01 4.1420e-01 4.1012e-01 4.0583e-01 4.0140e-01 3.9719e-01 3.9287e-01 3.8908e-01 3.8540e-01 3.8144e-01 3.7743e-01 3.7332e-01 3.6976e-01 3.6587e-01 3.6211e-01 3.5833e-01 3.5469e-01 3.5078e-01 3.4709e-01 3.4316e-01 3.3996e-01 
9.8775e-01 9.7079e-01 9.4251e-01 9.0144e-01 8.5249e-01 7.9522e-01 7.3065e-01 6.6727e-01 6.0837e-01 5.5905e-01 5.1838e-01 4.8722e-01 4.6703e-01 4.5196e-01 4.4187e-01 4.3447e-01 4.2813e-01 4.2300e-01 4.1831e-01 4.1394e-01 4.0982e-01 4.0569e-01 4.0143e-01 3.9734e-01 3.9330e-01 3.8946e-01 3.8545e-01 3.8151e-01 3.7740e-01 3.7357e-01 3.6990e-01 3.6606e-01 3.6229e-01 3.5890e-01 3.5551e-01 3.5199e-01 3.4821e-01 3.4446e-01 3.4108e-01 3.3775e-01 
9.8712e-01 9.6827e-01 9.3758e-01 8.9578e-01 8.4283e-01 7.8026e-01 7.1347e-01 6.5130e-01 5.9388e-01 5.4708e-01 5.1002e-01 4.8388e-01 4.6649e-01 4.5406e-01 4.4534e-01 4.3889e-01 4.3321e-01 4.2813e-01 4.2344e-01 4.1884e-01 4.1473e-01 4.1049e-01 4.0648e-01 4.0255e-01 3.9846e-01 3.9434e-01 3.9028e-01 3.8662e-01 3.8278e-01 3.7889e-01 3.7512e-01 3.7172e-01 3.6769e-01 3.6365e-01 3.6008e-01 3.5654e-01 3.5312e-01 3.4940e-01 3.4576e-01 3.4234e-01 
